site_id,path_id,floor,timestamp,point_index,rank,candidate_index,candidate_x,candidate_y,pred_x,pred_y,gt_x,gt_y,pred_to_candidate_m,gt_to_candidate_m,gt_nearest_index,gt_nearest_rank,is_gt_nearest
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,1,34,22.5,47.0,19.20994060622131,49.78553805351244,11.184125,55.73896,4.310883095394408,14.29749799430743,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,2,31,22.3,55.7,19.20994060622131,49.78553805351244,11.184125,55.73896,6.673029834605072,11.115943275189245,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,3,38,23.9,55.4,19.20994060622131,49.78553805351244,11.184125,55.73896,7.315657186181471,12.720391931745853,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,4,39,24.4,44.5,19.20994060622131,49.78553805351244,11.184125,55.73896,7.407673658178962,17.348589968560123,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,5,24,21.1,42.4,19.20994060622131,49.78553805351244,11.184125,55.73896,7.62354883580419,16.620843266730635,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,6,17,12.7,54.4,19.20994060622131,49.78553805351244,11.184125,55.73896,7.979510370449482,2.022545647748154,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,7,8,11.5,46.2,19.20994060622131,49.78553805351244,11.184125,55.73896,8.502897581686256,9.544188540532135,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,8,16,12.7,44.1,19.20994060622131,49.78553805351244,11.184125,55.73896,8.643186313765721,11.737259769521375,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,9,19,14.0,42.5,19.20994060622131,49.78553805351244,11.184125,55.73896,8.956703961253352,13.535110413189283,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,10,6,11.2,55.7,19.20994060622131,49.78553805351244,11.184125,55.73896,9.956907583765277,0.042070146481794676,6,10,1
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,11,32,22.3,62.8,19.20994060622131,49.78553805351244,11.184125,55.73896,13.376273278221129,13.168939323165894,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,12,13,12.4,62.2,19.20994060622131,49.78553805351244,11.184125,55.73896,14.15959591517532,6.574449779048058,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,13,36,23.6,65.3,19.20994060622131,49.78553805351244,11.184125,55.73896,16.123620901333393,15.670591498001121,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,14,41,24.5,33.9,19.20994060622131,49.78553805351244,11.184125,55.73896,16.743209000645546,25.57836392143221,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,15,4,10.3,65.0,19.20994060622131,49.78553805351244,11.184125,55.73896,17.631417808205594,9.303146720181566,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,16,25,21.3,32.0,19.20994060622131,49.78553805351244,11.184125,55.73896,17.907923166086615,25.804440487970766,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,17,11,12.1,33.0,19.20994060622131,49.78553805351244,11.184125,55.73896,18.229249660090478,22.757397234684483,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,18,21,14.9,31.6,19.20994060622131,49.78553805351244,11.184125,55.73896,18.68928522776899,24.4232904600757,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,19,29,21.7,72.4,19.20994060622131,49.78553805351244,11.184125,55.73896,22.7511381015034,19.702128841757816,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,20,10,11.8,72.2,19.20994060622131,49.78553805351244,11.184125,55.73896,23.607526853490317,16.472557175412234,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,21,37,23.6,74.1,19.20994060622131,49.78553805351244,11.184125,55.73896,24.70760371278639,22.164876311345047,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,22,5,10.5,73.5,19.20994060622131,49.78553805351244,11.184125,55.73896,25.263387951248927,17.77421078127592,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,23,26,21.4,23.6,19.20994060622131,49.78553805351244,11.184125,55.73896,26.276962596545022,33.723535578246015,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,24,40,24.5,23.9,19.20994060622131,49.78553805351244,11.184125,55.73896,26.420556555635745,34.51133003663036,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,25,20,14.6,23.1,19.20994060622131,49.78553805351244,11.184125,55.73896,27.08079566036324,32.81721974660902,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,26,42,24.8,20.2,19.20994060622131,49.78553805351244,11.184125,55.73896,30.10901569201169,38.05797853140949,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,27,14,12.6,20.1,19.20994060622131,49.78553805351244,11.184125,55.73896,30.41253827526253,35.66707405853787,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,28,28,21.5,85.4,19.20994060622131,49.78553805351244,11.184125,55.73896,35.68801299827219,31.403734983234486,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,29,9,11.6,85.0,19.20994060622131,49.78553805351244,11.184125,55.73896,36.027344145951645,29.263995180036936,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,30,35,22.9,86.5,19.20994060622131,49.78553805351244,11.184125,55.73896,36.8994343364461,32.91661144311828,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,31,3,10.0,86.3,19.20994060622131,49.78553805351244,11.184125,55.73896,37.658052753848175,30.583971584757023,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,32,7,11.3,95.6,19.20994060622131,49.78553805351244,11.184125,55.73896,46.49227983052783,39.861208422440285,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,33,23,18.9,98.3,19.20994060622131,49.78553805351244,11.184125,55.73896,48.51545198322462,43.25478994166109,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,34,18,13.2,98.0,19.20994060622131,49.78553805351244,11.184125,55.73896,48.587588197806284,42.30909185857367,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,35,2,9.9,97.5,19.20994060622131,49.78553805351244,11.184125,55.73896,48.614245576108424,41.780778342405554,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,36,33,22.3,98.7,19.20994060622131,49.78553805351244,11.184125,55.73896,49.01196848292731,44.375822639104115,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,37,15,12.6,102.0,19.20994060622131,49.78553805351244,11.184125,55.73896,52.63118230838987,46.28270221040713,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,38,1,9.3,104.7,19.20994060622131,49.78553805351244,11.184125,55.73896,55.80147895612682,48.99727915810454,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,39,30,21.7,107.3,19.20994060622131,49.78553805351244,11.184125,55.73896,57.568339638889285,52.62247117816898,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,40,22,18.3,112.3,19.20994060622131,49.78553805351244,11.184125,55.73896,62.521083998645544,57.006902414507884,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,41,12,12.3,112.2,19.20994060622131,49.78553805351244,11.184125,55.73896,62.79579873885712,56.47206579271937,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,42,27,21.4,115.2,19.20994060622131,49.78553805351244,11.184125,55.73896,65.4511129920397,60.332241628313675,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,43,0,9.2,114.6,19.20994060622131,49.78553805351244,11.184125,55.73896,65.58287420015047,58.89447157329137,6,10,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,1,34,22.5,47.0,19.429186228318866,49.78050700648597,12.674731,54.39854,4.142597788038815,12.299361977515783,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,2,31,22.3,55.7,19.429186228318866,49.78050700648597,12.674731,54.39854,6.578903328970247,9.712857532876772,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,3,38,23.9,55.4,19.429186228318866,49.78050700648597,12.674731,54.39854,7.181008096723394,11.269852982801549,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,4,39,24.4,44.5,19.429186228318866,49.78050700648597,12.674731,54.39854,7.252085479245417,15.344804568777047,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,5,24,21.1,42.4,19.429186228318866,49.78050700648597,12.674731,54.39854,7.567265181849242,14.661177301088784,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,6,17,12.7,54.4,19.429186228318866,49.78050700648597,12.674731,54.39854,8.162209432042374,0.02531114302041677,17,6,1
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,7,8,11.5,46.2,19.429186228318866,49.78050700648597,12.674731,54.39854,8.700116359386042,8.282273302298162,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,8,16,12.7,44.1,19.429186228318866,49.78050700648597,12.674731,54.39854,8.806253865641875,10.298571000578717,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,9,19,14.0,42.5,19.429186228318866,49.78050700648597,12.674731,54.39854,9.081951627995963,11.972117275317718,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,10,6,11.2,55.7,19.429186228318866,49.78050700648597,12.674731,54.39854,10.137055947394915,1.9668832334332957,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,11,32,22.3,62.8,19.429186228318866,49.78050700648597,12.674731,54.39854,13.332245479281985,12.776162704582351,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,12,13,12.4,62.2,19.429186228318866,49.78050700648597,12.674731,54.39854,14.270713550777051,7.8062958728170875,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,13,36,23.6,65.3,19.429186228318866,49.78050700648597,12.674731,54.39854,16.07016957887427,15.433837269258772,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,14,41,24.5,33.9,19.429186228318866,49.78050700648597,12.674731,54.39854,16.670442558316232,23.664892331340976,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,15,4,10.3,65.0,19.429186228318866,49.78050700648597,12.674731,54.39854,17.747535270311467,10.864175139142459,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,16,25,21.3,32.0,19.429186228318866,49.78050700648597,12.674731,54.39854,17.878656928751905,24.0018719989496,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,17,11,12.1,33.0,19.429186228318866,49.78050700648597,12.674731,54.39854,18.3112639149815,21.406256792208225,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,18,21,14.9,31.6,19.429186228318866,49.78050700648597,12.674731,54.39854,18.736177916098008,22.90688211551194,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,19,29,21.7,72.4,19.429186228318866,49.78050700648597,12.674731,54.39854,22.733192878900386,20.13723026272385,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,20,10,11.8,72.2,19.429186228318866,49.78050700648597,12.674731,54.39854,23.682021632297253,17.82293837878483,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,21,37,23.6,74.1,19.429186228318866,49.78050700648597,12.674731,54.39854,24.674550187989706,22.52796104519805,17,6,0
