site_id,path_id,floor,timestamp,point_index,group_id,rank,candidate_index,pred_x,pred_y,candidate_x,candidate_y,pred_to_candidate_m,dx_pred_to_candidate,dy_pred_to_candidate,abs_dx_pred_to_candidate,abs_dy_pred_to_candidate,rank_norm,is_rank1,gt_x,gt_y,label_distance_m,label_log1p_distance_m,label_hit3,label_hit5,label_is_gt_nearest,label_is_group_best,group_oracle_distance_at_topk,group_gt_nearest_rank,group_raw_pred_error_m,group_rank1_candidate_error_m,group_rank1_minus_oracle_m,candidate_wifi_source_count,candidate_wifi_best_source_score,candidate_wifi_top3_source_score_mean,candidate_wifi_top3_source_score_max,candidate_wifi_top5_source_score_mean,candidate_wifi_source_score_std,candidate_wifi_source_score_p90,candidate_wifi_best_source_l1,candidate_wifi_top3_source_l1_mean,candidate_wifi_best_source_cosine,candidate_wifi_top3_source_cosine_mean,candidate_wifi_best_common_bssid_count,candidate_wifi_top3_common_bssid_mean,source_wifi_validation_visible_bssid_count,source_wifi_has_common_bssid,wifi_common_bssid_count,wifi_union_bssid_count,wifi_jaccard_similarity,wifi_rssi_l1_distance_on_common,wifi_rssi_l2_distance_on_common,wifi_cosine_similarity,wifi_weighted_overlap_score,candidate_wifi_visible_bssid_count,validation_wifi_visible_bssid_count,wifi_has_common_bssid,same_floor_wifi_neighbor_count_top10,same_floor_wifi_neighbor_count_top20,same_floor_wifi_neighbor_count_top50,candidate_wifi_knn_rank_within_point,candidate_wifi_knn_score,source_wifi_best_score_rank_within_point,source_wifi_top3_score_rank_within_point,source_wifi_best_l1_rank_within_point,source_wifi_best_cosine_rank_within_point,raw_pred_step_from_prev_m,raw_pred_step_to_next_m,timestamp_norm_in_path,point_index_norm_in_path,candidate_step_from_prev_rank1_m,candidate_step_to_next_rank1_m,candidate_distance_to_prev_raw_pred_m,candidate_distance_to_next_raw_pred_m,candidate_temporal_smoothness_rank1_m,local_waypoint_count_3m,local_waypoint_count_5m,local_waypoint_count_10m,local_waypoint_nearest_dist_m,local_waypoint_mean_dist_5nn_m,local_waypoint_mean_dist_10nn_m,candidate_is_sparse_area,candidate_density_rank_within_group
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,5d27099f03f801723c32511d|5dce818894e4900006125129|F3|1573814364226|0,1,34,19.20994060622131,49.78553805351244,22.5,47.0,4.310883095394408,3.290059393778691,-2.7855380535124397,3.290059393778691,2.7855380535124397,0.0,1,11.184125,55.73896,14.29749799430743,2.727689285242109,0,0,0,0,0.042070146481794676,10,9.992844891120107,14.29749799430743,14.255427847825635,4,0.5154944263592662,0.4897863541078688,0.5154944263592662,0.3673397655809016,0.21299534163351036,0.5089399250437758,4.7637795275590555,4.996895904466588,0.9288070263451379,0.9173173389652155,128,122.66666666666667,137,1,133,168,0.7916666666666666,5.676691729323308,7.114001866487735,0.9293192201759287,0.44875238514212185,164,137,1,2,3,3,3,0.44875238514212185,4,1,8,4,,0.2193033384222117,0.0,0.0,,0.0,,4.142597788038815,0.0,0,2,5,3.1400636936215154,6.956849585175793,9.582637222428007,0,7
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,5d27099f03f801723c32511d|5dce818894e4900006125129|F3|1573814364226|0,2,31,19.20994060622131,49.78553805351244,22.3,55.7,6.673029834605072,3.0900593937786915,5.914461946487563,3.0900593937786915,5.914461946487563,0.023809523809523808,0,11.184125,55.73896,11.115943275189245,2.494522211343966,0,0,0,0,0.042070146481794676,10,9.992844891120107,14.29749799430743,14.255427847825635,5,0.5233344146156537,0.4639421177259078,0.5233344146156537,0.4175707419340327,0.07630165594090352,0.51000360250746,4.324324324324325,4.561083314719679,0.941789248431818,0.8987533399663091,121,110.66666666666667,137,1,129,194,0.6649484536082474,5.224806201550388,6.3855456930829035,0.8870275340682447,0.39434608186885156,186,137,1,2,2,5,7,0.39434608186885156,3,2,6,1,,0.2193033384222117,0.0,0.0,,8.702298546935749,,6.578903328970247,8.702298546935749,1,1,5,1.6278820596099695,7.361084508103815,9.888143534089101,0,16
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,5d27099f03f801723c32511d|5dce818894e4900006125129|F3|1573814364226|0,3,38,19.20994060622131,49.78553805351244,23.9,55.4,7.315657186181471,4.690059393778689,5.614461946487559,4.690059393778689,5.614461946487559,0.047619047619047616,0,11.184125,55.73896,12.720391931745853,2.618883188343505,0,0,0,0,0.042070146481794676,10,9.992844891120107,14.29749799430743,14.255427847825635,6,0.49273609841594274,0.4557889580422414,0.49273609841594274,0.44200618078310355,0.03468516962533172,0.46820950684058044,4.08411214953271,5.30449576435024,0.9393705550803921,0.9106935092753904,123,115.0,137,1,131,191,0.6858638743455497,5.961832061068702,7.497073220279298,0.889403356291558,0.377849499939683,185,137,1,1,5,6,9,0.377849499939683,7,3,4,3,,0.2193033384222117,0.0,0.0,,8.515867542417507,,7.181008096723394,8.515867542417507,1,1,4,1.6278820596099695,7.706150633884304,10.457719261030011,0,20
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,5d27099f03f801723c32511d|5dce818894e4900006125129|F3|1573814364226|0,4,39,19.20994060622131,49.78553805351244,24.4,44.5,7.407673658178962,5.190059393778689,-5.28553805351244,5.190059393778689,5.28553805351244,0.07142857142857142,0,11.184125,55.73896,17.348589968560123,2.90955273059776,0,0,0,0,0.042070146481794676,10,9.992844891120107,14.29749799430743,14.255427847825635,3,0.5678032029287983,0.36494813638742785,0.5678032029287983,0.36494813638742785,0.2585932994532014,0.5596508035897356,4.030769230769231,4.182051282051281,0.9398515255166745,0.622009645368101,130,85.33333333333333,137,1,135,160,0.84375,4.82962962962963,6.220634718121318,0.9401603795876583,0.5205538178854351,158,137,1,2,2,2,1,0.5205538178854351,1,5,2,2,,0.2193033384222117,0.0,0.0,,3.1400636936215154,,7.252085479245417,3.1400636936215154,0,2,2,3.1400636936215154,7.830816104764797,10.3472736152944,0,12
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,5d27099f03f801723c32511d|5dce818894e4900006125129|F3|1573814364226|0,5,24,19.20994060622131,49.78553805351244,21.1,42.4,7.62354883580419,1.8900593937786923,-7.385538053512441,1.8900593937786923,7.385538053512441,0.09523809523809523,0,11.184125,55.73896,16.620843266730635,2.869082477860618,0,0,0,0,0.042070146481794676,10,9.992844891120107,14.29749799430743,14.255427847825635,5,0.5275714254469066,0.4518336677451831,0.5275714254469066,0.39960353653247377,0.08807279167902873,0.49288003795919566,4.2890625,5.749201934813769,0.9258349187608811,0.9078294458735376,128,124.0,137,1,134,189,0.708994708994709,10.776119402985074,12.451697720367411,0.9130090388965433,0.24134709451788647,186,137,1,1,2,4,22,0.24134709451788647,2,4,5,7,,0.2193033384222117,0.0,0.0,,4.808326112068524,,7.567265181849242,4.808326112068524,0,2,5,3.9115214431215874,6.709125892435159,9.303735097739258,0,8
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,5d27099f03f801723c32511d|5dce818894e4900006125129|F3|1573814364226|0,6,17,19.20994060622131,49.78553805351244,12.7,54.4,7.979510370449482,-6.50994060622131,4.614461946487559,6.50994060622131,4.614461946487559,0.11904761904761904,0,11.184125,55.73896,2.022545647748154,1.1060994060389717,1,1,0,0,0.042070146481794676,10,9.992844891120107,14.29749799430743,14.255427847825635,3,0.4730904724028374,0.2852387820956979,0.4730904724028374,0.2852387820956979,0.20504769039560822,0.45499755269912123,4.75,5.866666666666667,0.9277883561250229,0.600158516785163,124,81.33333333333333,137,1,131,174,0.7528735632183908,6.1603053435114505,7.938215616596246,0.9276032738641664,0.4066149905706717,168,137,1,0,1,2,5,0.4066149905706717,9,17,7,5,,0.2193033384222117,0.0,0.0,,12.280065146407,,8.162209432042374,12.280065146407,1,1,4,1.9849433241279235,7.613134226381897,9.71855658277657,0,21
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,5d27099f03f801723c32511d|5dce818894e4900006125129|F3|1573814364226|0,7,8,19.20994060622131,49.78553805351244,11.5,46.2,8.502897581686256,-7.709940606221309,-3.585538053512437,7.709940606221309,3.585538053512437,0.14285714285714285,0,11.184125,55.73896,9.544188540532135,2.3555748589102348,0,0,0,0,0.042070146481794676,10,9.992844891120107,14.29749799430743,14.255427847825635,4,0.5046459223274792,0.2992758072903008,0.5046459223274792,0.2244568554677256,0.22789014822888307,0.4712065954922624,4.892561983471074,5.010501175221775,0.9218098548950259,0.5986725832656095,121,76.66666666666667,137,1,128,168,0.7619047619047619,5.3984375,7.207309657562939,0.9111340195577617,0.44406804868755784,159,137,1,1,1,2,4,0.44406804868755784,5,15,9,8,,0.2193033384222117,0.0,0.0,,11.02905254316979,,8.700116359386042,11.02905254316979,1,2,4,2.418677324489566,7.000180607991771,10.162945331476024,0,10
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,5d27099f03f801723c32511d|5dce818894e4900006125129|F3|1573814364226|0,8,16,19.20994060622131,49.78553805351244,12.7,44.1,8.643186313765721,-6.50994060622131,-5.685538053512438,6.50994060622131,5.685538053512438,0.16666666666666666,0,11.184125,55.73896,11.737259769521375,2.544531538274532,0,0,0,0,0.042070146481794676,10,9.992844891120107,14.29749799430743,14.255427847825635,3,0.48458268638154633,0.26796213340274827,0.48458268638154633,0.26796213340274827,0.20113355993056078,0.45152689187057676,5.260162601626016,7.016635922661748,0.9263835694064451,0.6095628179568539,123,80.66666666666667,137,1,133,160,0.83125,8.368421052631579,9.977041314110043,0.9424529107284165,0.35999440393592497,156,137,1,0,1,2,11,0.35999440393592497,8,18,10,6,,0.2193033384222117,0.0,0.0,,10.220078277586724,,8.806253865641875,10.220078277586724,2,2,3,2.0615528128088316,6.71412119186229,9.562721462809561,0,11
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,5d27099f03f801723c32511d|5dce818894e4900006125129|F3|1573814364226|0,9,19,19.20994060622131,49.78553805351244,14.0,42.5,8.956703961253352,-5.209940606221309,-7.28553805351244,5.209940606221309,7.28553805351244,0.19047619047619047,0,11.184125,55.73896,13.535110413189283,2.676567130348639,0,0,0,0,0.042070146481794676,10,9.992844891120107,14.29749799430743,14.255427847825635,3,0.3992616776571968,0.3646962709053172,0.3992616776571968,0.3646962709053172,0.039968507733162,0.3966384016287636,6.208,7.354672520661157,0.9171966012668825,0.9031164789175237,128,124.66666666666667,137,1,135,187,0.7219251336898396,10.42962962962963,12.30356768493504,0.9087137887885687,0.2544128847035429,185,137,1,0,0,3,20,0.2544128847035429,11,7,12,10,,0.2193033384222117,0.0,0.0,,9.617692030835672,,9.081951627995963,9.617692030835672,1,2,5,2.0615528128088316,6.586701764450941,9.271393942444623,0,3
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814364226,0,5d27099f03f801723c32511d|5dce818894e4900006125129|F3|1573814364226|0,10,6,19.20994060622131,49.78553805351244,11.2,55.7,9.956907583765277,-8.00994060622131,5.914461946487563,8.00994060622131,5.914461946487563,0.21428571428571427,0,11.184125,55.73896,0.042070146481794676,0.041209260145764724,1,1,1,1,0.042070146481794676,10,9.992844891120107,14.29749799430743,14.255427847825635,3,0.4992071573117711,0.3096703626927655,0.4992071573117711,0.3096703626927655,0.2207955345433483,0.485326512002722,3.62,3.9470967741935485,0.9184911284236731,0.5882950690560143,124,74.66666666666667,137,1,129,169,0.7633136094674556,3.9844961240310077,5.153458987406781,0.9177335322817692,0.5124583072610785,161,137,1,1,2,2,2,0.5124583072610785,6,13,1,9,,0.2193033384222117,0.0,0.0,,14.261135999632009,,10.137055947394915,14.261135999632009,1,1,4,1.9849433241279235,7.708593407038849,10.387442300211143,0,22
